STAT_UNIT,UNIT_MEASURE,EDU_LEVEL,EDU_CAT,SEX,AGE,GRADE,SECTOR_EDU,EDU_ATTAIN,WEALTH_QUINTILE,LOCATION,EDU_TYPE,EDU_FIELD,SUBJECT,INFRASTR,SE_BKGRD,TEACH_EXPERIENCE,CONTRACT_TYPE,COUNTRY_ORIGIN,REGION_DEST,IMM_STATUS,REF_AREA,TIME_PERIOD,full_sdmx_key,abb_sdmx_key,abb_sdmx_key2
STU,PT,L4,_T,_T,_T,_T,INST_T,_Z,_Z,_T,ADULT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,STU.PT.L4._T._T._T._T.INST_T._Z._Z._T.ADULT._T._Z._Z._Z._Z._Z..W00._Z,STU..4.........ADULT.........,stu-4-adult
STU,PT,L4,_T,M,_T,_T,INST_T,_Z,_Z,_T,ADULT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,STU.PT.L4._T.M._T._T.INST_T._Z._Z._T.ADULT._T._Z._Z._Z._Z._Z..W00._Z,STU..4..M.......ADULT.........,stu-4-m-adult
STU,PT,L4,_T,F,_T,_T,INST_T,_Z,_Z,_T,ADULT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,STU.PT.L4._T.F._T._T.INST_T._Z._Z._T.ADULT._T._Z._Z._Z._Z._Z..W00._Z,STU..4..F.......ADULT.........,stu-4-f-adult
STU,PT,L3,_T,M,_T,_T,INST_T,_Z,_Z,_T,ADULT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,STU.PT.L3._T.M._T._T.INST_T._Z._Z._T.ADULT._T._Z._Z._Z._Z._Z..W00._Z,STU..3..M.......ADULT.........,stu-3-m-adult
STU,PT,L3,_T,_T,_T,_T,INST_T,_Z,_Z,_T,ADULT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,STU.PT.L3._T._T._T._T.INST_T._Z._Z._T.ADULT._T._Z._Z._Z._Z._Z..W00._Z,STU..3.........ADULT.........,stu-3-adult
STU,PT,L3,_T,F,_T,_T,INST_T,_Z,_Z,_T,ADULT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,STU.PT.L3._T.F._T._T.INST_T._Z._Z._T.ADULT._T._Z._Z._Z._Z._Z..W00._Z,STU..3..F.......ADULT.........,stu-3-f-adult
STU,PT,L2T5,C5,_T,Y15T24,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,STU.PT.L2T5.C5._T.Y15T24._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,STU..2T5.C5..Y15T24...............,stu-2t5-c5-y15t24
STU,PT,L2T5,C5,F,Y15T24,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,STU.PT.L2T5.C5.F.Y15T24._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,STU..2T5.C5.F.Y15T24...............,stu-2t5-c5-f-y15t24
STU,PT,L2T5,C5,M,Y15T24,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,STU.PT.L2T5.C5.M.Y15T24._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,STU..2T5.C5.M.Y15T24...............,stu-2t5-c5-m-y15t24
STU,GPI,L2T5,C5,_T,Y15T24,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,STU.GPI.L2T5.C5._T.Y15T24._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,STU.GPI.2T5.C5..Y15T24...............,stu-gpi-2t5-c5-y15t24
STU,GPI,L1,_T,_T,GE2_OVER_AGE,_T,INST_T,_Z,_Z,_T,INIT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,STU.GPI.L1._T._T.GE2_OVER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z..W00._Z,STU.GPI.1...GE2_OVER_AGE......INIT.........,stu-gpi-1-ge2_over_age-init
STU,GPI,L1,_T,_T,_T,G2_3,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU.GPI.L1._T._T._T.G2_3.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU.GPI.1....G2_3......ISC_F00.MATH.......,stu-gpi-1-g2_3-isc_f00-math
STU,GPI,L1,_T,_T,_T,G2_3,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU.GPI.L1._T._T._T.G2_3.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU.GPI.1....G2_3......ISC_F00.READING.......,stu-gpi-1-g2_3-isc_f00-reading
STU,GPI,L1,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU.GPI.L1._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU.GPI.1....GLAST......ISC_F00.READING.......,stu-gpi-1-glast-isc_f00-reading
STU,GPI,L1,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU.GPI.L1._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU.GPI.1....GLAST......ISC_F00.MATH.......,stu-gpi-1-glast-isc_f00-math
STU,GPI,L2,C4,_T,GE2_OVER_AGE,_T,INST_T,_Z,_Z,_T,INIT,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,STU.GPI.L2.C4._T.GE2_OVER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z..W00._Z,STU.GPI.2.C4..GE2_OVER_AGE......INIT.........,stu-gpi-2-c4-ge2_over_age-init
STU,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU.GPI.L2._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU.GPI.2....GLAST......ISC_F00.READING.......,stu-gpi-2-glast-isc_f00-reading
STU,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU.GPI.L2._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU.GPI.2....GLAST......ISC_F00.MATH.......,stu-gpi-2-glast-isc_f00-math
STU,IPI,L1,_T,_T,_T,G2_3,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU.IPI.L1._T._T._T.G2_3.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU.IPI.1....G2_3......ISC_F00.READING.......,stu-ipi-1-g2_3-isc_f00-reading
STU,IPI,L1,_T,_T,_T,G2_3,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU.IPI.L1._T._T._T.G2_3.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU.IPI.1....G2_3......ISC_F00.MATH.......,stu-ipi-1-g2_3-isc_f00-math
STU,IPI,L1,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU.IPI.L1._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU.IPI.1....GLAST......ISC_F00.READING.......,stu-ipi-1-glast-isc_f00-reading
STU,IPI,L1,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU.IPI.L1._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU.IPI.1....GLAST......ISC_F00.MATH.......,stu-ipi-1-glast-isc_f00-math
STU,IPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU.IPI.L2._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU.IPI.2....GLAST......ISC_F00.READING.......,stu-ipi-2-glast-isc_f00-reading
STU,IPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU.IPI.L2._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU.IPI.2....GLAST......ISC_F00.MATH.......,stu-ipi-2-glast-isc_f00-math
STU,SESPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU.SESPI.L2._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU.SESPI.2....GLAST......ISC_F00.MATH.......,stu-sespi-2-glast-isc_f00-math
STU,SESPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU.SESPI.L2._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU.SESPI.2....GLAST......ISC_F00.READING.......,stu-sespi-2-glast-isc_f00-reading
STU,SESPI,L1,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU.SESPI.L1._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU.SESPI.1....GLAST......ISC_F00.READING.......,stu-sespi-1-glast-isc_f00-reading
STU,SESPI,L1,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU.SESPI.L1._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU.SESPI.1....GLAST......ISC_F00.MATH.......,stu-sespi-1-glast-isc_f00-math
STU,SESPI,L1,_T,_T,_T,G2_3,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU.SESPI.L1._T._T._T.G2_3.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU.SESPI.1....G2_3......ISC_F00.READING.......,stu-sespi-1-g2_3-isc_f00-reading
STU,SESPI,L1,_T,_T,_T,G2_3,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU.SESPI.L1._T._T._T.G2_3.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU.SESPI.1....G2_3......ISC_F00.MATH.......,stu-sespi-1-g2_3-isc_f00-math
STU,GLPI,L1,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU.GLPI.L1._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU.GLPI.1....GLAST......ISC_F00.READING.......,stu-glpi-1-glast-isc_f00-reading
STU,GLPI,L1,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU.GLPI.L1._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU.GLPI.1....GLAST......ISC_F00.MATH.......,stu-glpi-1-glast-isc_f00-math
STU,GLPI,L1,_T,_T,_T,G2_3,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU.GLPI.L1._T._T._T.G2_3.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU.GLPI.1....G2_3......ISC_F00.MATH.......,stu-glpi-1-g2_3-isc_f00-math
STU,GLPI,L1,_T,_T,_T,G2_3,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU.GLPI.L1._T._T._T.G2_3.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU.GLPI.1....G2_3......ISC_F00.READING.......,stu-glpi-1-g2_3-isc_f00-reading
STU,GLPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU.GLPI.L2._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU.GLPI.2....GLAST......ISC_F00.MATH.......,stu-glpi-2-glast-isc_f00-math
STU,GLPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU.GLPI.L2._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU.GLPI.2....GLAST......ISC_F00.READING.......,stu-glpi-2-glast-isc_f00-reading
STU_LANG_TEST,PT,L1,_T,_T,_T,G2_3,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU_LANG_TEST.PT.L1._T._T._T.G2_3.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU_LANG_TEST..1....G2_3.......MATH.......,stu_lang_test-1-g2_3-math
STU_LANG_TEST,PT,L1,_T,_T,_T,G2_3,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU_LANG_TEST.PT.L1._T._T._T.G2_3.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU_LANG_TEST..1....G2_3.......READING.......,stu_lang_test-1-g2_3-reading
STU_LANG_TEST,PT,L1,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU_LANG_TEST.PT.L1._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU_LANG_TEST..1....GLAST.......READING.......,stu_lang_test-1-glast-reading
STU_LANG_TEST,PT,L1,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU_LANG_TEST.PT.L1._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU_LANG_TEST..1....GLAST.......MATH.......,stu_lang_test-1-glast-math
STU_LANG_TEST,PT,L2,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU_LANG_TEST.PT.L2._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU_LANG_TEST..2....GLAST.......MATH.......,stu_lang_test-2-glast-math
STU_LANG_TEST,PT,L2,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU_LANG_TEST.PT.L2._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU_LANG_TEST..2....GLAST.......READING.......,stu_lang_test-2-glast-reading
STU_LANG_TEST,LTPI,L1,_T,_T,_T,G2_3,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU_LANG_TEST.LTPI.L1._T._T._T.G2_3.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU_LANG_TEST.LTPI.1....G2_3.......READING.......,stu_lang_test-ltpi-1-g2_3-reading
STU_LANG_TEST,LTPI,L1,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU_LANG_TEST.LTPI.L1._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU_LANG_TEST.LTPI.1....GLAST.......READING.......,stu_lang_test-ltpi-1-glast-reading
STU_LANG_TEST,LTPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU_LANG_TEST.LTPI.L2._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU_LANG_TEST.LTPI.2....GLAST.......READING.......,stu_lang_test-ltpi-2-glast-reading
STU_LITP,PT,_Z,_Z,_T,_T,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_T,_Z,_Z,,W00,_Z,,,STU_LITP.PT._Z._Z._T._T._Z._Z._Z._Z._T._Z._Z._Z._Z._T._Z._Z..W00._Z,STU_LITP....................,stu_litp
STU_LITP,PT,_Z,_Z,F,_T,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_T,_Z,_Z,,W00,_Z,,,STU_LITP.PT._Z._Z.F._T._Z._Z._Z._Z._T._Z._Z._Z._Z._T._Z._Z..W00._Z,STU_LITP....F................,stu_litp-f
STU_LITP,PT,_Z,_Z,M,_T,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_T,_Z,_Z,,W00,_Z,,,STU_LITP.PT._Z._Z.M._T._Z._Z._Z._Z._T._Z._Z._Z._Z._T._Z._Z..W00._Z,STU_LITP....M................,stu_litp-m
STU_MOBILE,PER,L5T8,_T,_T,_T,_T,INST_T,_Z,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,,W00,_Z,,,STU_MOBILE.PER.L5T8._T._T._T._T.INST_T._Z._Z._T._T._T._T._Z._Z._Z._Z..W00._Z,STU_MOBILE.PER...................,stu_mobile-per
STU_MOBILE,PER,L5T8,_T,F,_T,_T,INST_T,_Z,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,,W00,_Z,,,STU_MOBILE.PER.L5T8._T.F._T._T.INST_T._Z._Z._T._T._T._T._Z._Z._Z._Z..W00._Z,STU_MOBILE.PER...F................,stu_mobile-per-f
STU_MOBILE,PER,L5T8,_T,M,_T,_T,INST_T,_Z,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,,W00,_Z,,,STU_MOBILE.PER.L5T8._T.M._T._T.INST_T._Z._Z._T._T._T._T._Z._Z._Z._Z..W00._Z,STU_MOBILE.PER...M................,stu_mobile-per-m
STU_MOBILE,PT,L5T8,_T,F,_T,_T,INST_T,_Z,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,,W00,_Z,,,STU_MOBILE.PT.L5T8._T.F._T._T.INST_T._Z._Z._T._T._T._T._Z._Z._Z._Z..W00._Z,STU_MOBILE....F................,stu_mobile-f
STU_NON_LANG_TEST,LTPI,L1,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU_NON_LANG_TEST.LTPI.L1._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU_NON_LANG_TEST.LTPI.1....GLAST.......MATH.......,stu_non_lang_test-ltpi-1-glast-math
STU_NON_LANG_TEST,LTPI,L1,_T,_T,_T,G2_3,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU_NON_LANG_TEST.LTPI.L1._T._T._T.G2_3.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU_NON_LANG_TEST.LTPI.1....G2_3.......MATH.......,stu_non_lang_test-ltpi-1-g2_3-math
STU_NON_LANG_TEST,LTPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU_NON_LANG_TEST.LTPI.L2._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU_NON_LANG_TEST.LTPI.2....GLAST.......MATH.......,stu_non_lang_test-ltpi-2-glast-math
STU_NON_LANG_TEST,PT,L2,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU_NON_LANG_TEST.PT.L2._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU_NON_LANG_TEST..2....GLAST.......MATH.......,stu_non_lang_test-2-glast-math
STU_NON_LANG_TEST,PT,L2,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU_NON_LANG_TEST.PT.L2._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU_NON_LANG_TEST..2....GLAST.......READING.......,stu_non_lang_test-2-glast-reading
STU_NON_LANG_TEST,PT,L1,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU_NON_LANG_TEST.PT.L1._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU_NON_LANG_TEST..1....GLAST.......READING.......,stu_non_lang_test-1-glast-reading
STU_NON_LANG_TEST,PT,L1,_T,_T,_T,GLAST,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU_NON_LANG_TEST.PT.L1._T._T._T.GLAST.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU_NON_LANG_TEST..1....GLAST.......MATH.......,stu_non_lang_test-1-glast-math
STU_NON_LANG_TEST,PT,L1,_T,_T,_T,G2_3,INST_T,_Z,_T,_T,_T,ISC_F00,READING,_Z,_T,_Z,_Z,,W00,_T,,,STU_NON_LANG_TEST.PT.L1._T._T._T.G2_3.INST_T._Z._T._T._T.ISC_F00.READING._Z._T._Z._Z..W00._T,STU_NON_LANG_TEST..1....G2_3.......READING.......,stu_non_lang_test-1-g2_3-reading
STU_NON_LANG_TEST,PT,L1,_T,_T,_T,G2_3,INST_T,_Z,_T,_T,_T,ISC_F00,MATH,_Z,_T,_Z,_Z,,W00,_T,,,STU_NON_LANG_TEST.PT.L1._T._T._T.G2_3.INST_T._Z._T._T._T.ISC_F00.MATH._Z._T._Z._Z..W00._T,STU_NON_LANG_TEST..1....G2_3.......MATH.......,stu_non_lang_test-1-g2_3-math
TATTRR,PT,L2_3,C4,F,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L2_3.C4.F._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..2_3.C4.F................,tattrr-2_3-c4-f
TATTRR,PT,L2_3,C4,_T,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L2_3.C4._T._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..2_3.C4.................,tattrr-2_3-c4
TATTRR,PT,L2_3,C4,M,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L2_3.C4.M._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..2_3.C4.M................,tattrr-2_3-c4-m
TATTRR,PT,L2_3,_T,_T,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L2_3._T._T._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..2_3..................,tattrr-2_3
TATTRR,PT,L2_3,_T,F,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L2_3._T.F._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..2_3..F................,tattrr-2_3-f
TATTRR,PT,L2_3,_T,M,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L2_3._T.M._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..2_3..M................,tattrr-2_3-m
TATTRR,PT,L2_3,C5,F,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L2_3.C5.F._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..2_3.C5.F................,tattrr-2_3-c5-f
TATTRR,PT,L2_3,C5,_T,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L2_3.C5._T._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..2_3.C5.................,tattrr-2_3-c5
TATTRR,PT,L2_3,C5,M,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L2_3.C5.M._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..2_3.C5.M................,tattrr-2_3-c5-m
TATTRR,PT,L2,_T,M,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L2._T.M._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..2..M................,tattrr-2-m
TATTRR,PT,L2,_T,_T,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L2._T._T._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..2..................,tattrr-2
TATTRR,PT,L2,_T,F,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L2._T.F._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..2..F................,tattrr-2-f
TATTRR,PT,L02,_T,M,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L02._T.M._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..02..M................,tattrr-02-m
TATTRR,PT,L02,_T,_T,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L02._T._T._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..02..................,tattrr-02
TATTRR,PT,L02,_T,F,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L02._T.F._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..02..F................,tattrr-02-f
TATTRR,PT,L1,_T,_T,_T,_T,INST_T,_T,_Z,_T,_T,_T,_T,_Z,_Z,_T,_T,,W00,_Z,,,TATTRR.PT.L1._T._T._T._T.INST_T._T._Z._T._T._T._T._Z._Z._T._T..W00._Z,TATTRR..1..................,tattrr-1
